ROOM_ID	TIME_DIFF
0	408
0	409
0	410
0	410
0	411
0	411
0	417
0	417
0	417
0	418
0	419
0	418
0	419
0	419
0	419
0	421
0	421
0	422
0	422
0	422
0	422
0	422
0	422
0	423
0	423
0	423
0	424
0	424
0	425
0	425
0	426
0	426
0	427
0	428
0	428
0	428
0	429
0	429
0	429
0	429
0	429
0	430
0	430
0	430
0	431
0	433
0	434
0	435
0	435
0	435
0	436
0	438
0	438
0	439
0	440
0	440
0	441
0	441
0	441
0	442
0	443
0	443
0	443
0	443
0	443
0	443
0	444
0	444
0	445
0	445
0	445
0	445
0	446
0	447
0	447
0	447
0	447
0	448
0	448
0	448
0	449
0	449
0	452
0	453
0	453
0	454
0	454
0	455
0	458
0	458
0	458
0	459
0	459
0	459
0	460
0	461
0	461
0	462
0	462
0	463
0	463
0	463
0	463
0	463
0	464
0	464
0	465
0	465
0	465
0	465
0	466
0	466
0	466
0	466
0	466
0	466
0	467
0	467
0	467
0	468
0	468
0	468
0	469
0	469
0	469
0	470
0	470
0	470
0	471
0	471
0	471
0	471
0	471
0	473
0	474
0	474
0	474
0	474
0	474
0	475
0	475
0	475
0	475
0	475
0	476
0	476
0	476
0	476
0	477
0	477
0	477
0	478
0	478
0	478
0	478
0	478
0	478
0	478
0	479
0	479
0	479
0	479
0	479
0	480
0	480
0	480
0	480
0	481
0	481
0	481
0	484
0	484
0	484
0	485
0	485
0	485
0	485
0	486
0	486
0	486
0	486
0	486
0	486
0	487
0	487
0	490
0	490
0	491
0	491
0	491
0	491
0	491
0	491
0	492
0	493
0	493
0	493
0	493
0	493
0	494
0	494
0	494
0	494
0	494
0	494
0	494
0	495
0	495
0	495
0	495
0	495
0	496
0	496
0	496
0	498
0	498
0	499
0	499
0	500
0	500
0	500
0	502
0	503
0	503
0	503
0	503
0	504
0	504
0	505
0	505
0	506
0	506
0	506
0	507
0	507
0	508
0	508
0	508
0	508
0	509
0	509
0	509
0	510
0	510
0	511
0	512
0	514
0	514
0	515
0	516
0	522
0	523
0	524
0	524
0	525
0	526
0	526
0	527
0	527
0	527
0	527
0	528
0	529
0	529
0	530
0	530
0	530
0	530
0	531
0	531
0	531
0	531
0	531
0	532
0	532
0	532
0	533
0	534
0	534
0	534
0	534
0	535
0	535
0	535
0	535
0	535
0	538
0	538
0	538
0	538
0	539
0	539
0	539
0	539
0	540
0	540
0	540
0	540
0	541
0	541
0	541
0	544
0	544
0	544
0	544
0	545
0	545
0	545
0	545
0	545
0	546
0	546
0	546
0	546
0	546
0	547
0	547
0	547
0	547
0	547
0	547
0	547
0	548
0	548
0	548
0	548
0	548
0	549
0	549
0	549
0	551
0	552
0	552
0	553
0	553
0	553
0	553
0	554
0	554
0	554
0	554
0	555
0	555
0	555
0	556
0	556
0	556
0	557
0	557
0	557
0	557
0	557
0	558
0	558
0	560
0	560
0	560
0	561
0	561
0	561
0	561
0	561
0	561
0	563
0	563
0	563
0	563
0	564
0	565
0	565
0	565
0	565
0	565
0	566
0	566
0	566
0	566
0	567
0	567
0	567
0	568
0	568
0	569
0	569
0	570
0	571
0	572
0	572
0	572
0	572
0	575
0	575
0	575
0	576
0	576
0	577
0	577
0	577
0	577
0	578
0	579
0	579
0	579
0	580
0	580
0	581
0	581
0	582
0	582
0	583
0	583
0	583
0	584
0	584
0	585
0	585
0	586
0	586
0	589
0	589
0	590
0	590
0	590
0	591
0	592
0	594
0	594
0	595
0	595
0	596
0	596
0	597
0	597
0	597
0	598
0	598
0	599
0	599
0	600
0	600
0	601
0	601
0	601
0	601
0	602
0	602
0	602
0	602
0	603
0	603
0	604
0	604
0	605
0	605
0	605
0	605
0	606
0	606
0	607
0	607
0	607
0	607
0	608
0	608
0	608
0	608
0	609
0	609
0	609
0	610
0	610
0	610
0	611
0	611
0	611
0	611
0	611
0	612
0	612
0	612
0	612
0	613
0	613
0	613
0	613
0	614
0	614
0	614
0	614
0	615
0	615
0	615
0	616
0	616
0	617
0	617
0	617
0	617
0	618
0	618
0	618
0	618
0	619
0	619
0	619
0	620
0	620
0	620
0	625
0	625
0	627
0	628
0	629
0	631
0	631
0	631
0	631
0	632
0	632
0	632
0	632
0	632
0	632
0	633
0	633
0	633
0	633
0	634
0	634
0	634
0	635
0	635
0	635
0	635
0	635
0	635
0	635
0	636
0	636
0	636
0	637
0	637
0	638
0	638
0	638
0	638
0	639
0	639
0	639
0	639
0	639
0	640
0	640
0	640
0	640
0	641
0	641
0	641
0	642
0	642
0	642
0	642
0	642
0	643
0	643
0	643
0	643
0	643
0	644
0	644
0	644
0	650
0	650
0	650
0	651
0	651
0	651
0	651
0	651
0	653
0	653
0	653
0	654
0	654
0	654
0	654
0	654
0	654
0	654
0	655
0	655
0	655
0	655
0	655
0	655
0	655
0	656
0	656
0	656
0	656
0	657
0	657
0	657
0	658
0	658
0	658
0	658
0	658
0	659
0	661
0	661
0	661
0	661
0	662
0	662
0	662
0	663
0	663
0	663
0	663
0	664
0	664
0	664
0	664
0	664
0	664
0	665
0	665
0	665
0	666
0	666
0	666
0	666
0	667
0	667
0	667
0	667
0	667
